timestamp,source,screen_state
2021-06-16 08:15:37.547000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 08:44:15.081000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 08:44:15.622000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 08:44:47.504000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 09:50:39.325000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 09:50:45.870000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 09:50:45.870000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 10:02:17.659000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 10:02:18.299000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 10:02:56.966000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 10:02:56.966000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 10:26:13.878000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 10:26:14.498000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 10:26:25.652000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 10:51:14.199000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 10:51:14.836000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 10:52:44.147000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 10:52:44.147000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 11:23:53.517000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 11:23:54.091000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 11:24:15.272000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 11:58:28.017000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 11:58:28.566000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 11:58:56.468000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 14:14:31.460000+02:00,Nicolas_test.samsung.SM-G398FN,On
